Time (s),Channel 1 (V)
0.004085577,0.0228183
0.004091827,-0.140668188
0.004098077,-0.287806027
0.004104327,-0.443118191
0.004110577,-0.598430354
0.004116827,-0.712870896
0.004123077,-0.819137113
0.004129327,-0.892706032
0.004135577,-0.966274952
0.004141827,-0.949926303
0.004148077,-0.966274952
0.004154327,-0.92540333
0.004160577,-0.85183441
0.004166827,-0.778265491
0.004173077,-0.696522247
0.004179327,-0.549384408
0.004185577,-0.426769542
0.004191827,-0.345026298
0.004198077,-0.263283054
0.004204327,-0.214237107
0.004210577,-0.165191161
0.004216827,-0.140668188
0.004223077,-0.10797089
0.004229327,-0.10797089
0.004235577,-0.099796566
0.004241827,-0.10797089
0.004248077,-0.116145215
0.004254327,-0.10797089
0.004260577,-0.124319539
0.004266827,-0.157016837
0.004273077,-0.157016837
0.004279327,-0.173365486
0.004285577,-0.18153981
0.004291827,-0.214237107
0.004298077,-0.230585756
0.004304327,-0.214237107
0.004310577,-0.263283054
0.004316827,-0.287806027
0.004323077,-0.312329
0.004329327,-0.369549271
0.004335577,-0.402246569
0.004341827,-0.394072244
0.004348077,-0.410420893
0.004354327,-0.434943866
0.004360577,-0.467641164
0.004366827,-0.443118191
0.004373077,-0.492164137
0.004379327,-0.524861435
0.004385577,-0.565733057
0.004391827,-0.598430354
0.004398077,-0.606604679
0.004404327,-0.655650625
0.004410577,-0.663824949
0.004416827,-0.671999274
0.004423077,-0.737393869
0.004429327,-0.712870896
0.004435577,-0.729219545
0.004441827,-0.770091167
0.004448077,-0.680173598
0.004454327,-0.696522247
0.004460577,-0.663824949
0.004466827,-0.647476301
0.004473077,-0.573907381
0.004479327,-0.533035759
0.004485577,-0.500338461
0.004491827,-0.443118191
0.004498077,-0.418595217
0.004504327,-0.361374947
0.004510577,-0.361374947
0.004516827,-0.328677649
0.004523077,-0.345026298
0.004529327,-0.402246569
0.004535577,-0.434943866
0.004541827,-0.459466839
0.004548077,-0.500338461
0.004554327,-0.565733057
0.004560577,-0.622953327
0.004566827,-0.696522247
0.004573077,-0.729219545
0.004579327,-0.745568193
0.004585577,-0.770091167
0.004591827,-0.786439815
0.004598077,-0.770091167
0.004604327,-0.745568193
0.004610577,-0.696522247
0.004616827,-0.622953327
0.004623077,-0.549384408
0.004629327,-0.451292515
0.004635577,-0.377723595
0.004641827,-0.263283054
0.004648077,-0.173365486
0.004654327,-0.10797089
0.004660577,-0.067099268
0.004666827,-0.034401971
0.004673077,0.006469651
0.004679327,-0.026227646
0.004685577,-0.058924944
0.004691827,-0.067099268
0.004698077,-0.173365486
0.004704327,-0.246934405
0.004710577,-0.328677649
0.004716827,-0.402246569
0.004723077,-0.483989813
0.004729327,-0.549384408
0.004735577,-0.606604679
0.004741827,-0.663824949
0.004748077,-0.680173598
0.004754327,-0.680173598
0.004760577,-0.671999274
0.004766827,-0.606604679
0.004773077,-0.59025603
0.004779327,-0.51668711
0.004785577,-0.443118191
0.004791827,-0.369549271
0.004798077,-0.279631703
0.004804327,-0.197888459
0.004810577,-0.116145215
0.004816827,-0.05075062
0.004823077,-0.009878998
0.004829327,-0.018053322
0.004835577,-0.009878998
0.004841827,-0.042576295
0.004848077,-0.05075062
0.004854327,-0.083447917
0.004860577,-0.132493864
0.004866827,-0.197888459
0.004873077,-0.230585756
0.004879327,-0.287806027
0.004885577,-0.345026298
0.004891827,-0.443118191
0.004898077,-0.565733057
0.004904327,-0.688347923
0.004910577,-0.802788464
0.004916827,-0.917229006
0.004923077,-0.974449276
0.004929327,-0.990797925
0.004935577,-0.941751979
0.004941827,-0.941751979
0.004948077,-0.868183059
0.004954327,-0.802788464
0.004960577,-0.72104522
0.004966827,-0.573907381
0.004973077,-0.467641164
0.004979327,-0.312329
0.004985577,-0.173365486
0.004991827,-0.099796566
0.004998077,-0.091622242
0.005004327,-0.18153981
0.005010577,-0.377723595
0.005016827,-0.663824949
0.005023077,-0.941751979
0.005029327,-1.309596577
0.005035577,-1.644743877
0.005041827,-1.930845231
0.005048077,-2.143377665
0.005054327,-2.249643882
0.005060577,-2.274166856
0.005066827,-2.102506043
0.005073077,-1.865450636
0.005079327,-1.456734416
0.005085577,-0.966274952
0.005091827,-0.418595217
0.005098077,0.145433166
0.005104327,0.693112901
0.005110577,1.126352094
0.005116827,1.428802096
0.005123077,1.665857504
0.005129327,1.763949397
0.005135577,1.747600748
0.005141827,1.616811558
0.005148077,1.396104799
0.005154327,1.126352094
0.005160577,0.815727767
0.005166827,0.374314249
0.005173077,-0.026227646
0.005179327,-0.459466839
0.005185577,-0.778265491
0.005191827,-1.031669547
0.005198077,-1.293247928
0.005204327,-1.391339821
0.005210577,-1.522129011
0.005216827,-1.554826309
0.005223077,-1.513954687
0.005229327,-1.424037118
0.005235577,-1.26055063
0.005241827,-1.064366845
0.005248077,-0.843660086
0.005254327,-0.606604679
0.005260577,-0.361374947
0.005266827,-0.173365486
0.005273077,0.006469651
0.005279327,0.120910193
0.005285577,0.202653437
0.005291827,0.292571005
0.005298077,0.317093978
0.005304327,0.284396681
0.005310577,0.30074533
0.005316827,0.259873708
0.005323077,0.186304788
0.005329327,0.09638722
0.005335577,-0.034401971
0.005341827,-0.140668188
0.005348077,-0.255108729
0.005354327,-0.38589792
0.005360577,-0.557558732
0.005366827,-0.737393869
0.005373077,-0.892706032
0.005379327,-1.007146574
0.005385577,-1.146110089
0.005391827,-1.227853333
0.005398077,-1.211504684
0.005404327,-1.178807386
0.005410577,-0.966274952
0.005416827,-0.72104522
0.005423077,-0.434943866
0.005429327,-0.091622242
0.005435577,0.259873708
0.005441827,0.554149386
0.005448077,0.774856145
0.005454327,0.938342633
0.005460577,0.979214255
0.005466827,0.97103993
0.005473077,0.815727767
0.005479327,0.627718305
0.005485577,0.349791276
0.005491827,-0.009878998
0.005498077,-0.369549271
0.005504327,-0.753742518
0.005510577,-1.031669547
0.005516827,-1.219679008
0.005523077,-1.350468199
0.005529327,-1.325945226
0.005535577,-1.20333036
0.005541827,-0.974449276
0.005548077,-0.631127652
0.005554327,-0.222411432
0.005560577,0.186304788
0.005566827,0.652241279
0.005573077,0.995562903
0.005579327,1.322535879
0.005585577,1.616811558
0.005591827,1.804821019
0.005598077,1.878389938
0.005604327,1.878389938
0.005610577,1.772123721
0.005616827,1.575939936
0.005623077,1.281664257
0.005629327,0.921993984
0.005635577,0.464231817
0.005641827,-0.058924944
0.005648077,-0.524861435
0.005654327,-0.99897225
0.005660577,-1.440385767
0.005666827,-1.808230365
0.005673077,-2.053460097
0.005679327,-2.159726314
0.005685577,-2.118854692
0.005691827,-1.881799285
0.005698077,-1.513954687
0.005704327,-1.064366845
0.005710577,-0.524861435
0.005716827,0.145433166
0.005723077,0.832076415
0.005729327,1.486022367
0.005735577,2.131793995
0.005741827,2.728519676
0.005748077,3.169933193
0.005754327,3.431511574
0.005760577,3.505080493
0.005766827,3.374291303
0.005773077,3.006446705
0.005779327,2.4015467
0.005785577,1.543242638
0.005791827,0.586846683
0.005798077,-0.541210083
0.005804327,-1.661092526
0.005810577,-2.846369563
0.005816827,-3.851811464
0.005823077,-4.840904716
0.005829327,-5.592942561
0.005835577,-6.189668242
0.005841827,-6.582035813
0.005848077,-6.696476355
0.005854327,-6.573861489
0.005860577,-6.230539864
0.005866827,-5.601116885
0.005873077,-4.857253365
0.005879327,-3.909031735
0.005885577,-2.862718212
0.005891827,-1.677441175
0.005898077,-0.549384408
0.005904327,0.586846683
0.005910577,1.567765611
0.005916827,2.450592646
0.005923077,3.137235895
0.005929327,3.537777791
0.005935577,3.709438603
0.005941827,3.586823737
0.005948077,3.186281842
0.005954327,2.622253458
0.005960577,1.78847237
0.005966827,0.897471011
0.005973077,-0.10797089
0.005979327,-1.05619252
0.005985577,-1.979891177
0.005991827,-2.82184659
0.005998077,-3.516664164
0.006004327,-4.097041196
0.006010577,-4.489408767
0.006016827,-4.701941202
0.006023077,-4.710115526
0.006029327,-4.481234443
0.006035577,-4.039820925
0.006041827,-3.483966866
0.006048077,-2.919938483
0.006054327,-2.364084424
0.006060577,-1.840927663
0.006066827,-1.374991172
0.006073077,-0.92540333
0.006079327,-0.500338461
0.006085577,0.0228183
0.006091827,0.439708844
0.006098077,0.930168308
0.006104327,1.387930474
0.006110577,1.821169667
0.006116827,2.041876426
0.006123077,2.156316968
0.006129327,2.148142643
0.006135577,2.074573724
0.006141827,1.862041289
0.006148077,1.494196692
0.006154327,1.04460885
0.006160577,0.366139925
0.006166827,-0.492164137
0.006173077,-1.252376306
0.006179327,-2.012588475
0.006185577,-2.715580373
0.006191827,-3.312306054
0.006198077,-3.802765518
0.006204327,-4.162435791
0.006210577,-4.285050657
0.006216827,-4.04799525
0.006223077,-3.56571011
0.006229327,-2.960810105
0.006235577,-2.216946585
0.006241827,-1.293247928
0.006248077,-0.295980351
0.006254327,0.774856145
0.006260577,1.690380477
0.006266827,2.368849402
0.006273077,2.728519676
0.006279327,2.744868324
0.006285577,2.507812917
0.006291827,2.189014265
0.006298077,1.968307507
0.006304327,1.772123721
0.006310577,1.600462909
0.006316827,1.436976421
0.006323077,1.240792635
0.006329327,1.028260201
0.006335577,0.725810198
0.006341827,0.415185871
0.006348077,-0.018053322
0.006354327,-0.475815488
0.006360577,-0.92540333
0.006366827,-1.342293874
0.006373077,-1.74283577
0.006379327,-2.200597936
0.006385577,-2.584791183
0.006391827,-2.977158754
0.006398077,-3.312306054
0.006404327,-3.516664164
0.006410577,-3.573884435
0.006416827,-3.533012813
0.006423077,-3.369526325
0.006429327,-3.140645242
0.006435577,-2.903589834
0.006441827,-2.609314156
0.006448077,-2.28234118
0.006454327,-1.898147933
0.006460577,-1.481257389
0.006466827,-1.072541169
0.006473077,-0.729219545
0.006479327,-0.426769542
0.006485577,-0.238760081
0.006491827,-0.214237107
0.006498077,-0.287806027
0.006504327,-0.418595217
0.006510577,-0.598430354
0.006516827,-0.680173598
0.006523077,-0.663824949
0.006529327,-0.614779003
0.006535577,-0.508512786
0.006541827,-0.304154676
0.006548077,-0.116145215
0.006554327,0.039166949
0.006560577,0.104561544
0.006566827,0.047341273
0.006573077,-0.067099268
0.006579327,-0.287806027
0.006585577,-0.51668711
0.006591827,-0.770091167
0.006598077,-1.048018196
0.006604327,-1.293247928
0.006610577,-1.571174957
0.006616827,-1.955368204
0.006623077,-2.274166856
0.006629327,-2.552093885
0.006635577,-2.748277671
0.006641827,-2.89541551
0.006648077,-2.89541551
0.006654327,-2.723754697
0.006660577,-2.364084424
0.006666827,-1.840927663
0.006673077,-1.195156035
0.006679327,-0.443118191
0.006685577,0.398837222
0.006691827,1.199921013
0.006698077,2.033702102
0.006704327,2.769391298
0.006710577,3.390639952
0.006716827,3.979191308
0.006723077,4.453302123
0.006729327,4.804798072
0.006735577,4.96828456
0.006741827,5.000981858
0.006748077,4.927412938
0.006754327,4.70670618
0.006760577,4.387907528
0.006766827,3.872925091
0.006773077,3.178107517
0.006779327,2.466941295
0.006785577,1.559591287
0.006791827,0.644066954
0.006798077,-0.246934405
0.006804327,-1.072541169
0.006810577,-1.775533067
0.006816827,-2.315038478
0.006823077,-2.756451995
0.006829327,-3.001681727
0.006835577,-3.107947944
0.006841827,-3.034379025
0.006848077,-2.887241185
0.006854327,-2.601139832
0.006860577,-2.298689829
0.006866827,-1.881799285
0.006873077,-1.399514145
0.006879327,-0.884531708
0.006885577,-0.443118191
0.006891827,0.071864246
0.006898077,0.505103439
0.006904327,0.864773713
0.006910577,1.093654796
0.006916827,1.265315608
0.006923077,1.371581826
0.006929327,1.338884528
0.006935577,1.232618311
0.006941827,1.028260201
0.006948077,0.799379118
0.006954327,0.505103439
0.006960577,0.22717641
0.006966827,-0.026227646
0.006973077,-0.320503325
0.006979327,-0.573907381
0.006985577,-0.79461414
0.006991827,-1.015320898
0.006998077,-1.227853333
0.007004327,-1.415862794
0.007010577,-1.595697931
0.007016827,-1.718312797
0.007023077,-1.857276311
0.007029327,-1.963542529
0.007035577,-2.012588475
0.007041827,-1.996239826
0.007048077,-1.979891177
0.007054327,-1.881799285
0.007060577,-1.808230365
0.007066827,-1.595697931
0.007073077,-1.374991172
0.007079327,-1.146110089
0.007085577,-0.941751979
0.007091827,-0.680173598
0.007098077,-0.402246569
0.007104327,-0.157016837
0.007110577,0.088212895
0.007116827,0.30074533
0.007123077,0.505103439
0.007129327,0.668589927
0.007135577,0.717635874
0.007141827,0.750333171
0.007148077,0.76668182
0.007154327,0.758507496
0.007160577,0.644066954
0.007166827,0.56232371
0.007173077,0.456057493
0.007179327,0.317093978
0.007185577,0.161781815
0.007191827,-0.026227646
0.007198077,-0.214237107
0.007204327,-0.426769542
0.007210577,-0.631127652
0.007216827,-0.85183441
0.007223077,-1.023495223
0.007229327,-1.146110089
0.007235577,-1.211504684
0.007241827,-1.186981711
0.007248077,-1.178807386
0.007254327,-1.064366845
0.007260577,-0.958100628
0.007266827,-0.770091167
0.007273077,-0.598430354
0.007279327,-0.345026298
0.007285577,-0.075273593
0.007291827,0.186304788
0.007298077,0.513277764
0.007304327,0.815727767
0.007310577,1.093654796
0.007316827,1.396104799
0.007323077,1.633160206
0.007329327,1.804821019
0.007335577,1.870215614
0.007341827,1.911087236
0.007348077,1.780298045
0.007354327,1.575939936
0.007360577,1.281664257
0.007366827,0.954691281
0.007373077,0.570498035
0.007379327,0.104561544
0.007385577,-0.304154676
0.007391827,-0.696522247
0.007398077,-1.113412791
0.007404327,-1.440385767
0.007410577,-1.759184419
0.007416827,-2.037111448
0.007423077,-2.216946585
0.007429327,-2.331387126
0.007435577,-2.404956046
0.007441827,-2.421304695
0.007448077,-2.380433073
0.007454327,-2.265992531
0.007460577,-2.037111448
0.007466827,-1.816404689
0.007473077,-1.530303335
0.007479327,-1.195156035
0.007485577,-0.900880357
0.007491827,-0.655650625
0.007498077,-0.377723595
0.007504327,-0.165191161
0.007510577,-0.034401971
0.007516827,0.071864246
0.007523077,0.09638722
0.007529327,0.09638722
0.007535577,0.0228183
0.007541827,-0.132493864
0.007548077,-0.214237107
0.007554327,-0.410420893
0.007560577,-0.549384408
0.007566827,-0.729219545
0.007573077,-0.917229006
0.007579327,-1.080715494
0.007585577,-1.244201982
0.007591827,-1.40768847
0.007598077,-1.579349282
0.007604327,-1.685615499
0.007610577,-1.840927663
0.007616827,-1.963542529
0.007623077,-2.020762799
0.007629327,-2.069808746
0.007635577,-2.086157395
0.007641827,-2.086157395
0.007648077,-2.061634421
0.007654327,-2.012588475
0.007660577,-1.930845231
0.007666827,-1.849101987
0.007673077,-1.66926685
0.007679327,-1.489431713
0.007685577,-1.244201982
0.007691827,-1.031669547
0.007698077,-0.810962789
0.007704327,-0.59025603
0.007710577,-0.369549271
0.007716827,-0.230585756
0.007723077,-0.132493864
0.007729327,-0.18153981
0.007735577,-0.238760081
0.007741827,-0.328677649
0.007748077,-0.451292515
0.007754327,-0.565733057
0.007760577,-0.647476301
0.007766827,-0.712870896
0.007773077,-0.737393869
0.007779327,-0.688347923
0.007785577,-0.573907381
0.007791827,-0.402246569
0.007798077,-0.18153981
0.007804327,0.080038571
0.007810577,0.3579656
0.007816827,0.676764252
0.007823077,0.97103993
0.007829327,1.289838582
0.007835577,1.567765611
0.007841827,1.780298045
0.007848077,1.902912911
0.007854327,1.951958858
0.007860577,1.853866965
0.007866827,1.616811558
0.007873077,1.289838582
0.007879327,0.897471011
0.007885577,0.423360195
0.007891827,-0.075273593
0.007898077,-0.565733057
0.007904327,-0.990797925
0.007910577,-1.350468199
0.007916827,-1.685615499
0.007923077,-1.955368204
0.007929327,-2.127029016
0.007935577,-2.20877226
0.007941827,-2.216946585
0.007948077,-2.184249287
0.007954327,-2.004414151
0.007960577,-1.849101987
0.007966827,-1.628395228
0.007973077,-1.374991172
0.007979327,-1.12976144
0.007985577,-0.933577654
0.007991827,-0.72104522
0.007998077,-0.598430354
0.008004327,-0.533035759
0.008010577,-0.475815488
0.008016827,-0.459466839
0.008023077,-0.492164137
0.008029327,-0.582081705
0.008035577,-0.614779003
0.008041827,-0.712870896
0.008048077,-0.786439815
0.008054327,-0.810962789
0.008060577,-0.85183441
0.008066827,-0.917229006
0.008073077,-0.909054681
0.008079327,-0.966274952
0.008085577,-0.974449276
0.008091827,-0.990797925
0.008098077,-1.007146574
0.008104327,-0.982623601
0.008110577,-0.900880357
0.008116827,-0.843660086
0.008123077,-0.680173598
0.008129327,-0.500338461
0.008135577,-0.312329
0.008141827,-0.10797089
0.008148077,0.120910193
0.008154327,0.333442627
0.008160577,0.56232371
0.008166827,0.750333171
0.008173077,0.938342633
0.008179327,1.118177769
0.008185577,1.273489933
0.008191827,1.355233177
0.008198077,1.469673718
0.008204327,1.494196692
0.008210577,1.551416962
0.008216827,1.469673718
0.008223077,1.420627772
0.008229327,1.281664257
0.008235577,1.118177769
0.008241827,0.930168308
0.008248077,0.684938576
0.008254327,0.43153452
0.008260577,0.186304788
0.008266827,-0.058924944
0.008273077,-0.345026298
0.008279327,-0.59025603
0.008285577,-0.737393869
0.008291827,-0.909054681
0.008298077,-1.015320898
0.008304327,-1.097064142
0.008310577,-1.088889818
0.008316827,-1.064366845
0.008323077,-0.982623601
0.008329327,-0.900880357
0.008335577,-0.770091167
0.008341827,-0.622953327
0.008348077,-0.467641164
0.008354327,-0.328677649
0.008360577,-0.197888459
0.008366827,-0.05075062
0.008373077,0.063689922
0.008379327,0.137258842
0.008385577,0.186304788
0.008391827,0.243525059
0.008398077,0.284396681
0.008404327,0.268048032
0.008410577,0.268048032
0.008416827,0.186304788
0.008423077,0.137258842
0.008429327,0.071864246
0.008435577,-0.042576295
0.008441827,-0.124319539
0.008448077,-0.287806027
0.008454327,-0.434943866
0.008460577,-0.622953327
0.008466827,-0.778265491
0.008473077,-0.900880357
0.008479327,-1.048018196
0.008485577,-1.219679008
0.008491827,-1.317770901
0.008498077,-1.456734416
0.008504327,-1.587523606
0.008510577,-1.710138472
0.008516827,-1.808230365
0.008523077,-1.865450636
0.008529327,-1.865450636
0.008535577,-1.865450636
0.008541827,-1.759184419
0.008548077,-1.628395228
0.008554327,-1.448560092
0.008560577,-1.227853333
0.008566827,-0.990797925
0.008573077,-0.712870896
0.008579327,-0.418595217
0.008585577,-0.165191161
0.008591827,0.112735868
0.008598077,0.366139925
0.008604327,0.595021008
0.008610577,0.791204793
0.008616827,0.921993984
0.008623077,1.028260201
0.008629327,1.052783174
0.008635577,1.04460885
0.008641827,0.930168308
0.008648077,0.783030469
0.008654327,0.603195332
0.008660577,0.407011547
0.008666827,0.169956139
0.008673077,-0.058924944
0.008679327,-0.197888459
0.008685577,-0.304154676
0.008691827,-0.353200622
0.008698077,-0.345026298
0.008704327,-0.345026298
0.008710577,-0.246934405
0.008716827,-0.148842512
0.008723077,-0.05075062
0.008729327,0.055515598
0.008735577,0.145433166
0.008741827,0.268048032
0.008748077,0.284396681
0.008754327,0.317093978
0.008760577,0.268048032
0.008766827,0.243525059
0.008773077,0.169956139
0.008779327,0.09638722
0.008785577,-0.05075062
0.008791827,-0.197888459
0.008798077,-0.336851973
0.008804327,-0.451292515
0.008810577,-0.541210083
0.008816827,-0.614779003
0.008823077,-0.647476301
0.008829327,-0.647476301
0.008835577,-0.680173598
0.008841827,-0.680173598
0.008848077,-0.663824949
0.008854327,-0.680173598
0.008860577,-0.729219545
0.008866827,-0.761916842
0.008873077,-0.884531708
0.008879327,-1.007146574
0.008885577,-1.121587116
0.008891827,-1.252376306
0.008898077,-1.366816848
0.008904327,-1.554826309
0.008910577,-1.563000633
0.008916827,-1.644743877
0.008923077,-1.620220904
0.008929327,-1.563000633
0.008935577,-1.440385767
0.008941827,-1.252376306
0.008948077,-1.05619252
0.008954327,-0.810962789
0.008960577,-0.565733057
0.008966827,-0.328677649
0.008973077,-0.124319539
0.008979327,0.080038571
0.008985577,0.235350734
0.008991827,0.325268303
0.008998077,0.398837222
0.009004327,0.366139925
0.009010577,0.30074533
0.009016827,0.194479112
0.009023077,0.030992624
0.009029327,-0.165191161
0.009035577,-0.345026298
0.009041827,-0.533035759
0.009048077,-0.737393869
0.009054327,-0.917229006
0.009060577,-1.064366845
0.009066827,-1.170633062
0.009073077,-1.227853333
0.009079327,-1.252376306
0.009085577,-1.20333036
